cancer,edin,p50,is_tumor
BLCA,5.26,0.0909,False
BRCA,13.69,0.0690,True
BRCA,7.960000000000001,0.0513,False
CESC,6.859999999999999,0.0588,True
COAD,4.64,0.0742,True
DLBC,4.17,0.0500,True
ESCA,53.7,0.0714,True
ESCA,27.27,0.0556,False
GBM,30.95,0.0714,True
HNSC,8.200000000000001,0.0667,True
HNSC,4.55,0.0839,False
KICH,3.08,0.0711,True
KICH,12.5,0.0556,False
KIRC,10.65,0.0625,True
KIRC,15.28,0.0714,False
KIRP,4.5,0.0769,True
KIRP,3.1199999999999997,0.0625,False
LAML,6.619999999999999,0.0909,True
LGG,9.45,0.0667,True
LIHC,2.67,0.0909,True
LIHC,2.0,0.1000,False
LUAD,7.21,0.0667,True
LUAD,6.78,0.0871,False
LUSC,13.23,0.0679,True
LUSC,8.16,0.0606,False
MESO,2.33,0.0526,True
OV,49.6,0.0816,True
PAAD,1.69,0.0763,True
PCPG,3.2800000000000002,0.0769,True
PRAD,7.6,0.0714,True
PRAD,11.540000000000001,0.0691,False
READ,4.35,0.0769,True
READ,10.0,0.2143,False
SARC,11.790000000000001,0.0714,True
SARC,50.0,0.1818,False
SKCM,9.34,0.0556,True
STAD,44.0,0.0857,True
STAD,21.88,0.0774,False
TGCT,8.97,0.0435,True
THCA,9.04,0.0769,True
THCA,12.07,0.0769,False
THYM,1.68,0.0500,True
UCEC,12.04,0.1000,True
UCEC,11.43,0.1167,False
UCS,8.93,0.0714,True
UVM,2.5,0.0955,True
ACC,2.53,0.0750,True
BLCA,0.98,0.0769,True
BRCA,2.27,0.0625,True
BRCA,5.3100000000000005,0.0909,False
CESC,0.98,0.0455,True
COAD,1.0699999999999998,0.0833,True
DLBC,2.08,0.0430,True
ESCA,4.32,0.0455,True
GBM,4.760000000000001,0.0625,True
HNSC,2.4,0.0646,True
HNSC,2.27,0.0714,False
KICH,1.54,0.0833,True
KICH,4.17,0.0500,False
KIRC,1.31,0.0679,True
KIRC,2.78,0.0817,False
KIRP,3.1199999999999997,0.0833,False
LAML,0.66,0.0909,True
LGG,2.65,0.0588,True
LUAD,3.04,0.0742,True
LUSC,3.4099999999999997,0.0667,True
MESO,1.16,0.0625,True
OV,5.01,0.0385,True
PAAD,0.5599999999999999,0.0833,True
PAAD,25.0,0.0833,False
PCPG,1.6400000000000001,0.0611,True
PRAD,2.0,0.0769,True
PRAD,1.92,0.0909,False
READ,3.26,0.0714,True
SARC,2.6599999999999997,0.0606,True
SKCM,2.55,0.0625,True
STAD,5.6000000000000005,0.0543,True
STAD,6.25,0.0625,False
TGCT,2.56,0.0385,True
THCA,1.38,0.0769,True
THCA,1.72,0.0556,False
THYM,1.68,0.0513,True
UCEC,1.6400000000000001,0.1000,True
UCEC,5.71,0.1223,False
BLCA,1.96,0.0541,True
BLCA,5.26,0.1250,False
BRCA,2.9000000000000004,0.0500,True
BRCA,3.54,0.0667,False
CESC,3.92,0.0588,True
COAD,1.0699999999999998,0.0667,True
COAD,4.88,0.0670,False
ESCA,3.09,0.0357,True
GBM,1.1900000000000002,0.0385,True
GBM,20.0,0.0526,False
HNSC,1.7999999999999998,0.0500,True
HNSC,2.27,0.0551,False
KIRC,2.8000000000000003,0.0526,True
KIRC,2.78,0.0774,False
KIRP,6.569999999999999,0.0667,True
KIRP,3.1199999999999997,0.0765,False
LGG,3.2099999999999995,0.0625,True
LIHC,1.87,0.0801,True
LUAD,2.6599999999999997,0.0714,True
LUAD,3.39,0.0634,False
LUSC,2.0,0.0385,True
LUSC,2.04,0.0613,False
MESO,3.49,0.0588,True
OV,3.4299999999999997,0.0290,True
PAAD,3.93,0.0651,True
PCPG,2.73,0.0714,True
PRAD,1.7999999999999998,0.0667,True
PRAD,1.92,0.0526,False
READ,1.09,0.0585,True
SARC,1.9,0.0478,True
SKCM,1.27,0.0333,True
STAD,2.93,0.0393,True
STAD,6.25,0.0500,False
TGCT,0.64,0.0455,True
THCA,1.38,0.0500,True
THCA,1.72,0.0588,False
THYM,0.84,0.0357,True
UCEC,2.37,0.0556,True
UCEC,5.71,0.0718,False
UVM,1.25,0.0435,True
ACC,1.27,0.0714,True
BLCA,7.35,0.0625,True
BLCA,21.05,0.0871,False
BRCA,11.88,0.0603,True
BRCA,9.73,0.0526,False
CESC,10.459999999999999,0.0714,True
CESC,33.33,0.0728,False
CHOL,2.78,0.0526,True
COAD,5.71,0.0667,True
COAD,2.44,0.0769,False
DLBC,4.17,0.0456,True
ESCA,20.990000000000002,0.0471,True
GBM,12.5,0.0526,True
GBM,20.0,0.0500,False
HNSC,7.6,0.0526,True
KICH,3.08,0.0885,True
KICH,20.830000000000002,0.0714,False
KIRC,10.280000000000001,0.0526,True
KIRC,8.33,0.0526,False
KIRP,9.69,0.0588,True
KIRP,6.25,0.0522,False
LAML,1.32,0.0646,True
LGG,9.64,0.0667,True
LIHC,2.1399999999999997,0.0812,True
LIHC,2.0,0.1000,False
LUAD,8.73,0.0588,True
LUAD,10.17,0.0871,False
LUSC,7.41,0.0556,True
LUSC,6.12,0.0417,False
MESO,8.14,0.0801,True
OV,25.069999999999997,0.0588,True
PAAD,9.55,0.0742,True
PCPG,5.46,0.0833,True
PRAD,9.0,0.0625,True
PRAD,11.540000000000001,0.0646,False
READ,5.43,0.0742,True
READ,10.0,0.0714,False
SARC,10.65,0.0591,True
SKCM,7.430000000000001,0.0526,True
STAD,23.200000000000003,0.0588,True
STAD,25.0,0.0690,False
TGCT,5.7700000000000005,0.0357,True
THCA,9.229999999999999,0.0625,True
THCA,8.62,0.0526,False
THYM,5.88,0.0455,True
UCEC,12.590000000000002,0.0714,True
UCEC,17.14,0.0588,False
UCS,10.71,0.0591,True
UVM,1.25,0.0476,True
BLCA,1.96,0.0513,True
BRCA,3.7199999999999998,0.0526,True
BRCA,1.77,0.0468,False
CESC,7.5200000000000005,0.0625,True
CHOL,5.56,0.0955,True
COAD,1.79,0.0769,True
COAD,2.44,0.0769,False
DLBC,4.17,0.0380,True
ESCA,11.110000000000001,0.0345,True
ESCA,9.09,0.0726,False
GBM,5.36,0.0500,True
HNSC,4.0,0.0557,True
KICH,1.54,0.0769,True
KIRC,3.93,0.0646,True
KIRC,4.17,0.0695,False
KIRP,5.54,0.1000,True
KIRP,9.379999999999999,0.0749,False
LAML,1.9900000000000002,0.0714,True
LGG,4.73,0.0625,True
LIHC,0.53,0.1215,True
LUAD,3.42,0.0556,True
LUAD,5.08,0.0909,False
LUSC,3.61,0.0500,True
LUSC,2.04,0.0455,False
MESO,2.33,0.0909,True
OV,10.03,0.0393,True
PAAD,3.37,0.0931,True
PCPG,2.19,0.0909,True
PCPG,33.33,0.0556,False
PRAD,2.8000000000000003,0.0667,True
READ,3.26,0.0909,True
SARC,4.9399999999999995,0.0556,True
SKCM,3.4000000000000004,0.0455,True
STAD,6.67,0.0370,True
STAD,3.1199999999999997,0.0818,False
TGCT,1.28,0.0323,True
THCA,4.91,0.0714,True
THCA,6.9,0.0588,False
THYM,0.84,0.0400,True
UCEC,6.39,0.0588,True
UCS,3.5700000000000003,0.0981,True
ACC,6.329999999999999,0.0833,True
BLCA,20.830000000000002,0.0833,True
BLCA,36.84,0.0981,False
BRCA,38.26,0.0909,True
BRCA,25.66,0.0667,False
CESC,32.35,0.0833,True
CESC,33.33,0.0769,False
CHOL,8.33,0.0909,True
COAD,13.209999999999999,0.0909,True
COAD,12.2,0.1000,False
DLBC,16.669999999999998,0.0588,True
ESCA,74.69,0.1034,True
ESCA,27.27,0.0545,False
GBM,55.95,0.1026,True
GBM,60.0,0.0588,False
HNSC,31.8,0.0817,True
HNSC,20.45,0.0839,False
KICH,6.15,0.0839,True
KICH,20.830000000000002,0.0718,False
KIRC,26.169999999999998,0.0769,True
KIRC,26.39,0.0931,False
KIRP,15.22,0.0909,True
KIRP,31.25,0.1000,False
LAML,15.89,0.0817,True
LGG,36.29,0.0833,True
LIHC,8.02,0.0909,True
LUAD,24.67,0.0833,True
LUAD,22.03,0.0769,False
LUSC,30.259999999999998,0.0741,True
LUSC,22.45,0.0697,False
MESO,16.28,0.1000,True
OV,65.96,0.1333,True
PAAD,23.599999999999998,0.0870,True
PCPG,16.939999999999998,0.1000,True
PRAD,23.799999999999997,0.0833,True
PRAD,34.62,0.0769,False
READ,10.870000000000001,0.0769,True
READ,10.0,0.2000,False
SARC,34.22,0.0833,True
SKCM,31.209999999999997,0.0714,True
STAD,60.529999999999994,0.1154,True
STAD,40.62,0.0769,False
TGCT,48.72,0.0769,True
THCA,28.49,0.0889,True
THCA,37.93,0.0817,False
THYM,35.29,0.0679,True
THYM,50.0,0.0800,False
UCEC,35.22,0.1137,True
UCEC,34.29,0.1213,False
UCS,21.43,0.0670,True
UVM,13.750000000000002,0.0955,True
ACC,6.329999999999999,0.0909,True
BLCA,13.969999999999999,0.0833,True
BLCA,31.580000000000002,0.0769,False
BRCA,30.55,0.0833,True
BRCA,21.240000000000002,0.0606,False
CESC,21.57,0.0769,True
CESC,33.33,0.0487,False
CHOL,2.78,0.0833,True
COAD,11.43,0.0769,True
COAD,9.76,0.0801,False
DLBC,6.25,0.0369,True
ESCA,76.53999999999999,0.1194,True
ESCA,36.36,0.0800,False
GBM,55.95,0.0909,True
GBM,40.0,0.0596,False
HNSC,22.2,0.0741,True
HNSC,11.360000000000001,0.0625,False
KICH,3.08,0.1000,True
KICH,20.830000000000002,0.0667,False
KIRC,23.549999999999997,0.0769,True
KIRC,23.61,0.0714,False
KIRP,7.2700000000000005,0.0667,True
KIRP,21.88,0.0769,False
LAML,21.85,0.0769,True
LGG,18.709999999999997,0.0702,True
LIHC,4.81,0.0909,True
LUAD,15.939999999999998,0.0769,True
LUAD,8.469999999999999,0.0769,False
LUSC,23.65,0.0732,True
LUSC,34.69,0.0742,False
MESO,12.790000000000001,0.0774,True
OV,58.050000000000004,0.1071,True
PAAD,11.24,0.0769,True
PCPG,7.6499999999999995,0.0714,True
PRAD,16.8,0.0714,True
PRAD,21.15,0.0909,False
READ,8.7,0.0812,True
SARC,17.87,0.0714,True
SKCM,21.66,0.0667,True
STAD,62.129999999999995,0.1081,True
STAD,37.5,0.0870,False
TGCT,22.439999999999998,0.0556,True
THCA,16.5,0.0909,True
THCA,24.14,0.0667,False
THYM,15.97,0.0625,True
UCEC,36.5,0.1176,True
UCEC,22.86,0.0882,False
UCS,23.21,0.0769,True
UVM,5.0,0.0718,True
ACC,6.329999999999999,0.0769,True
BLCA,3.4299999999999997,0.0588,True
BRCA,7.5200000000000005,0.0588,True
BRCA,2.65,0.0385,False
CESC,6.54,0.0667,True
COAD,4.64,0.0801,True
COAD,4.88,0.0742,False
DLBC,6.25,0.0580,True
ESCA,29.630000000000003,0.0548,True
GBM,10.71,0.0455,True
HNSC,7.199999999999999,0.0628,True
HNSC,2.27,0.0625,False
KICH,12.5,0.0718,False
KIRC,7.290000000000001,0.0588,True
KIRC,4.17,0.0478,False
KIRP,2.77,0.0667,True
KIRP,6.25,0.0834,False
LAML,6.619999999999999,0.0769,True
LGG,5.48,0.0667,True
LIHC,1.6,0.0801,True
LUAD,5.6899999999999995,0.0606,True
LUAD,5.08,0.0769,False
LUSC,5.21,0.0625,True
LUSC,8.16,0.0667,False
MESO,4.65,0.0697,True
OV,21.9,0.0541,True
PAAD,6.74,0.0769,True
PCPG,3.2800000000000002,0.1000,True
PCPG,33.33,0.0667,False
PRAD,6.800000000000001,0.0625,True
PRAD,1.92,0.0588,False
READ,2.17,0.0885,True
SARC,6.08,0.0526,True
SKCM,6.79,0.0625,True
STAD,21.87,0.0606,True
STAD,9.379999999999999,0.0551,False
TGCT,3.2099999999999995,0.0423,True
THCA,7.2700000000000005,0.0691,True
THCA,8.62,0.0667,False
THYM,4.2,0.0667,True
UCEC,15.15,0.0769,True
UCEC,14.29,0.0769,False
UCS,5.36,0.0611,True
UVM,1.25,0.0663,True
ACC,5.06,0.1000,True
BLCA,12.5,0.0833,True
BLCA,10.530000000000001,0.0769,False
BRCA,18.68,0.0714,True
BRCA,7.960000000000001,0.0588,False
CESC,18.63,0.0769,True
CHOL,5.56,0.0871,True
COAD,7.140000000000001,0.0833,True
COAD,7.32,0.0909,False
DLBC,18.75,0.0625,True
ESCA,41.980000000000004,0.0714,True
ESCA,27.27,0.0882,False
GBM,22.02,0.0625,True
GBM,40.0,0.0596,False
HNSC,16.8,0.0817,True
HNSC,9.09,0.0885,False
KICH,16.669999999999998,0.1325,False
KIRC,13.270000000000001,0.0714,True
KIRC,16.669999999999998,0.0667,False
KIRP,7.61,0.0909,True
KIRP,18.75,0.0714,False
LAML,6.619999999999999,0.0833,True
LGG,16.07,0.0755,True
LIHC,5.08,0.0955,True
LIHC,2.0,0.2000,False
LUAD,13.850000000000001,0.0742,True
LUAD,5.08,0.0833,False
LUSC,15.83,0.0714,True
LUSC,14.29,0.0588,False
MESO,13.950000000000001,0.0833,True
OV,38.26,0.0833,True
PAAD,7.870000000000001,0.0833,True
PCPG,7.6499999999999995,0.0909,True
PRAD,10.6,0.0714,True
PRAD,9.62,0.0667,False
READ,6.52,0.0909,True
READ,10.0,0.0952,False
SARC,17.11,0.0714,True
SKCM,16.14,0.0667,True
STAD,34.4,0.0714,True
STAD,15.620000000000001,0.0556,False
TGCT,25.0,0.0571,True
THCA,13.16,0.0833,True
THCA,15.52,0.0714,False
THYM,15.129999999999999,0.0564,True
UCEC,13.69,0.0833,True
UCEC,14.29,0.0833,False
UCS,21.43,0.0691,True
UVM,8.75,0.0714,True
BLCA,5.1499999999999995,0.0769,True
BLCA,5.26,0.0833,False
BRCA,7.249999999999999,0.0625,True
BRCA,6.1899999999999995,0.0667,False
CESC,6.859999999999999,0.0667,True
CHOL,5.56,0.0801,True
COAD,3.5700000000000003,0.0833,True
COAD,7.32,0.1000,False
DLBC,2.08,0.0417,True
ESCA,14.2,0.0435,True
GBM,8.33,0.0526,True
HNSC,7.000000000000001,0.0667,True
HNSC,2.27,0.0667,False
KICH,3.08,0.0955,True
KIRC,3.93,0.0667,True
KIRC,5.56,0.1000,False
KIRP,3.11,0.0909,True
KIRP,9.379999999999999,0.0769,False
LAML,3.3099999999999996,0.0667,True
LGG,7.9399999999999995,0.0667,True
LIHC,3.2099999999999995,0.0833,True
LIHC,2.0,0.1000,False
LUAD,5.88,0.0667,True
LUAD,1.69,0.0769,False
LUSC,4.81,0.0556,True
LUSC,8.16,0.0556,False
MESO,4.65,0.0801,True
OV,11.08,0.0435,True
PAAD,5.62,0.0769,True
PCPG,4.92,0.0742,True
PRAD,4.0,0.0588,True
PRAD,5.7700000000000005,0.0770,False
READ,4.35,0.0714,True
SARC,4.5600000000000005,0.0526,True
SKCM,5.52,0.0500,True
STAD,12.0,0.0541,True
STAD,12.5,0.0528,False
TGCT,5.7700000000000005,0.0345,True
THCA,4.72,0.0769,True
THCA,6.9,0.0646,False
THYM,7.5600000000000005,0.0478,True
UCEC,7.85,0.0714,True
UCEC,8.57,0.0833,False
UCS,5.36,0.0526,True
ESCA,0.62,0.0833,True
BRCA,0.27,0.0695,True
CHOL,2.78,0.0833,True
GBM,0.6,0.0769,True
KIRC,0.37,0.0734,True
KIRC,1.39,0.0833,False
LGG,0.5700000000000001,0.0667,True
LUAD,0.38,0.0729,True
SKCM,0.21,0.0521,True
STAD,0.27,0.0417,True
THCA,0.2,0.0833,True
UCEC,0.36,0.1263,True
BLCA,1.72,0.0667,True
BLCA,10.530000000000001,0.0839,False
BRCA,3.7199999999999998,0.0667,True
BRCA,9.73,0.0774,False
CESC,1.96,0.0625,True
CHOL,2.78,0.2000,True
COAD,2.1399999999999997,0.0801,True
DLBC,4.17,0.0787,True
ESCA,3.6999999999999997,0.0410,True
ESCA,9.09,0.0530,False
GBM,5.949999999999999,0.0593,True
GBM,20.0,0.0769,False
HNSC,2.6,0.0909,True
KICH,1.54,0.0714,True
KICH,4.17,0.0714,False
KIRC,4.3,0.0588,True
KIRC,5.56,0.0588,False
KIRP,4.15,0.0909,True
KIRP,12.5,0.1288,False
LAML,3.3099999999999996,0.0588,True
LGG,5.67,0.0742,True
LIHC,0.53,0.0833,True
LUAD,2.85,0.0769,True
LUAD,3.39,0.0885,False
LUSC,2.0,0.0670,True
LUSC,10.2,0.0714,False
MESO,2.33,0.0917,True
OV,5.01,0.0466,True
PAAD,2.25,0.0885,True
PCPG,2.73,0.0769,True
PRAD,4.3999999999999995,0.0801,True
PRAD,1.92,0.0714,False
READ,3.26,0.0909,True
SARC,6.460000000000001,0.0625,True
SKCM,4.46,0.0667,True
STAD,5.33,0.0478,True
STAD,15.620000000000001,0.0741,False
TGCT,3.85,0.0500,True
THCA,1.38,0.1000,True
THYM,6.72,0.0718,True
THYM,50.0,0.0556,False
UCEC,2.01,0.0909,True
UCEC,5.71,0.0955,False
UCS,5.36,0.0714,True
UVM,2.5,0.0801,True
ACC,2.53,0.3149,True
BLCA,27.700000000000003,0.2105,True
BLCA,36.84,0.1333,False
BRCA,46.96,0.2000,True
BRCA,63.72,0.1538,False
CESC,43.79,0.2000,True
CESC,100.0,0.3846,False
CHOL,8.33,0.1818,True
COAD,18.93,0.2000,True
COAD,12.2,0.1000,False
DLBC,37.5,0.1703,True
ESCA,86.42,0.2222,True
ESCA,45.45,0.1364,False
GBM,62.5,0.2222,True
GBM,80.0,0.2909,False
HNSC,40.0,0.2000,True
HNSC,22.73,0.1909,False
KICH,6.15,0.3173,True
KICH,29.17,0.2308,False
KIRC,40.56,0.1765,True
KIRC,38.89,0.2053,False
KIRP,21.8,0.2143,True
KIRP,43.75,0.1834,False
LAML,44.37,0.2000,True
LGG,40.26,0.2308,True
LIHC,4.01,0.2000,True
LUAD,32.07,0.2000,True
LUAD,25.419999999999998,0.1111,False
LUSC,39.08,0.1920,True
LUSC,48.980000000000004,0.1269,False
MESO,19.77,0.1667,True
OV,65.96,0.2647,True
PAAD,17.98,0.1909,True
PAAD,25.0,0.0556,False
PCPG,20.77,0.2000,True
PCPG,33.33,0.1250,False
PRAD,33.2,0.1818,True
PRAD,26.919999999999998,0.2191,False
READ,19.57,0.2000,True
READ,20.0,0.2078,False
SARC,43.35,0.2000,True
SARC,50.0,0.1333,False
SKCM,45.440000000000005,0.1830,True
STAD,67.47,0.2308,True
STAD,56.25,0.1923,False
TGCT,64.1,0.1791,True
THCA,23.97,0.1667,True
THCA,48.28,0.1818,False
THYM,52.1,0.1667,True
THYM,100.0,0.1185,False
UCEC,25.36,0.2500,True
UCEC,37.14,0.1818,False
UCS,55.36,0.1667,True
UVM,30.0,0.1333,True
BLCA,3.4299999999999997,0.0833,True
BLCA,15.790000000000001,0.0909,False
BRCA,3.81,0.0588,True
BRCA,7.08,0.0714,False
CESC,3.92,0.0833,True
COAD,0.36,0.2308,True
ESCA,5.56,0.0496,True
ESCA,9.09,0.0769,False
GBM,4.760000000000001,0.0500,True
GBM,20.0,0.0769,False
HNSC,3.5999999999999996,0.0769,True
KICH,4.17,0.0526,False
KIRC,5.609999999999999,0.0769,True
KIRC,5.56,0.0667,False
KIRP,3.46,0.0774,True
KIRP,3.1199999999999997,0.0909,False
LAML,4.64,0.0667,True
LGG,4.16,0.0714,True
LIHC,0.27,0.0833,True
LUAD,2.6599999999999997,0.0667,True
LUAD,3.39,0.0526,False
LUSC,2.4,0.0667,True
LUSC,4.08,0.0741,False
MESO,1.16,0.1000,True
OV,3.17,0.0435,True
PAAD,1.1199999999999999,0.0813,True
PCPG,3.2800000000000002,0.0833,True
PRAD,2.4,0.0742,True
READ,3.26,0.0667,True
READ,10.0,0.0833,False
SARC,3.42,0.0718,True
SKCM,4.67,0.0691,True
STAD,4.0,0.0564,True
STAD,9.379999999999999,0.0691,False
TGCT,5.7700000000000005,0.0667,True
THCA,1.18,0.0769,True
THCA,6.9,0.0729,False
THYM,5.88,0.0606,True
UCEC,2.01,0.0769,True
UCEC,8.57,0.0909,False
UCS,10.71,0.0667,True
UVM,1.25,0.0833,True
ACC,7.59,0.0833,True
BLCA,9.56,0.0714,True
BLCA,15.790000000000001,0.0981,False
BRCA,19.220000000000002,0.0667,True
BRCA,15.93,0.0625,False
CESC,12.42,0.0606,True
CHOL,5.56,0.1146,True
COAD,3.93,0.0691,True
COAD,2.44,0.0714,False
DLBC,6.25,0.0749,True
ESCA,22.84,0.0625,True
ESCA,18.18,0.0556,False
GBM,20.830000000000002,0.0690,True
GBM,40.0,0.1123,False
HNSC,15.2,0.0769,True
HNSC,2.27,0.0769,False
KICH,4.62,0.0834,True
KICH,16.669999999999998,0.0646,False
KIRC,16.64,0.0714,True
KIRC,11.110000000000001,0.0667,False
KIRP,5.88,0.0952,True
KIRP,15.620000000000001,0.0670,False
LAML,5.3,0.0714,True
LGG,14.74,0.0691,True
LIHC,2.41,0.0871,True
LUAD,11.57,0.0769,True
LUAD,16.950000000000003,0.0742,False
LUSC,12.629999999999999,0.0625,True
LUSC,24.490000000000002,0.0801,False
MESO,6.98,0.0955,True
OV,19.259999999999998,0.0588,True
PAAD,8.99,0.0714,True
PAAD,25.0,0.0870,False
PCPG,6.5600000000000005,0.0667,True
PRAD,12.0,0.0667,True
PRAD,21.15,0.0839,False
READ,10.870000000000001,0.0871,True
SARC,16.73,0.0667,True
SKCM,12.740000000000002,0.0625,True
STAD,17.07,0.0588,True
STAD,9.379999999999999,0.0720,False
TGCT,10.9,0.0466,True
THCA,12.379999999999999,0.0822,True
THCA,8.62,0.0769,False
THYM,13.450000000000001,0.0541,True
UCEC,10.95,0.0833,True
UCEC,14.29,0.0742,False
UCS,8.93,0.0588,True
UVM,11.25,0.0714,True
BLCA,0.74,0.0769,True
BRCA,0.63,0.0500,True
CESC,0.98,0.0648,True
COAD,2.44,0.1000,False
DLBC,4.17,0.0572,True
HNSC,0.8,0.0541,True
KIRC,0.37,0.0532,True
LAML,0.66,0.2000,True
LGG,0.5700000000000001,0.0588,True
LIHC,0.27,0.0667,True
LUAD,0.5700000000000001,0.0833,True
LUSC,0.4,0.0278,True
PAAD,0.5599999999999999,0.0526,True
STAD,0.27,0.0513,True
THCA,0.38999999999999996,0.0556,True
THCA,3.45,0.0556,False
THYM,0.84,0.0578,True
UCEC,0.18,0.0625,True
UVM,1.25,0.1000,True
ACC,16.46,0.0833,True
BLCA,23.28,0.0833,True
BLCA,21.05,0.0769,False
BRCA,35.449999999999996,0.0769,True
BRCA,38.05,0.0769,False
CESC,35.949999999999996,0.0769,True
CESC,66.67,0.1551,False
CHOL,11.110000000000001,0.0871,True
COAD,17.14,0.0909,True
COAD,17.07,0.0769,False
DLBC,14.580000000000002,0.0501,True
ESCA,39.51,0.0769,True
ESCA,18.18,0.0625,False
GBM,36.9,0.0789,True
GBM,40.0,0.0526,False
HNSC,34.0,0.0833,True
HNSC,29.549999999999997,0.0714,False
KICH,9.229999999999999,0.0885,True
KICH,29.17,0.0667,False
KIRC,29.53,0.0732,True
KIRC,36.11,0.0714,False
KIRP,15.57,0.0691,True
KIRP,37.5,0.0667,False
LAML,9.27,0.0769,True
LGG,41.21,0.0870,True
LIHC,9.36,0.1000,True
LIHC,2.0,0.1000,False
LUAD,32.26,0.0833,True
LUAD,33.900000000000006,0.0833,False
LUSC,36.47,0.0833,True
LUSC,30.61,0.0616,False
MESO,19.77,0.0909,True
OV,40.11,0.0938,True
PAAD,17.98,0.0833,True
PAAD,25.0,0.0714,False
PCPG,17.49,0.0871,True
PRAD,26.6,0.0833,True
PRAD,36.54,0.1036,False
READ,18.48,0.0714,True
SARC,33.08,0.0833,True
SARC,50.0,0.3333,False
SKCM,29.299999999999997,0.0667,True
STAD,29.330000000000002,0.0870,True
STAD,12.5,0.0938,False
TGCT,38.46,0.0759,True
THCA,27.700000000000003,0.0882,True
THCA,31.03,0.0556,False
THYM,29.409999999999997,0.0606,True
THYM,50.0,0.0398,False
UCEC,23.91,0.0952,True
UCEC,25.71,0.0714,False
UCS,25.0,0.0728,True
UVM,13.750000000000002,0.0769,True
ACC,7.59,0.0952,True
BLCA,16.42,0.0702,True
BLCA,15.790000000000001,0.0909,False
BRCA,24.66,0.0625,True
BRCA,19.470000000000002,0.0556,False
CESC,22.55,0.0691,True
CESC,33.33,0.1111,False
CHOL,11.110000000000001,0.0955,True
COAD,12.5,0.0755,True
COAD,12.2,0.0667,False
DLBC,12.5,0.0500,True
ESCA,40.12,0.0784,True
ESCA,27.27,0.0635,False
GBM,20.830000000000002,0.0667,True
GBM,40.0,0.0870,False
HNSC,27.200000000000003,0.0690,True
HNSC,13.639999999999999,0.0833,False
KICH,6.15,0.0871,True
KICH,25.0,0.0690,False
KIRC,20.560000000000002,0.0625,True
KIRC,22.220000000000002,0.0646,False
KIRP,10.03,0.0556,True
KIRP,28.12,0.0606,False
LAML,3.3099999999999996,0.0667,True
LGG,24.759999999999998,0.0667,True
LIHC,8.02,0.0909,True
LUAD,19.73,0.0769,True
LUAD,15.25,0.0742,False
LUSC,21.84,0.0588,True
LUSC,20.41,0.0646,False
MESO,22.09,0.0871,True
OV,29.549999999999997,0.0723,True
PAAD,11.799999999999999,0.0769,True
PCPG,13.11,0.0714,True
PRAD,17.0,0.0714,True
PRAD,19.23,0.0769,False
READ,10.870000000000001,0.0691,True
SARC,25.1,0.0741,True
SKCM,23.990000000000002,0.0625,True
STAD,26.669999999999998,0.0690,True
STAD,18.75,0.0870,False
TGCT,23.080000000000002,0.0465,True
THCA,16.11,0.0667,True
THCA,17.24,0.0611,False
THYM,17.65,0.0500,True
UCEC,15.879999999999999,0.0852,True
UCEC,22.86,0.0718,False
UCS,17.86,0.0506,True
UVM,7.5,0.0714,True
STAD,0.27,0.0556,True
ACC,1.27,0.0556,True
BLCA,1.47,0.0625,True
BLCA,15.790000000000001,0.0909,False
BRCA,2.27,0.0556,True
BRCA,2.65,0.0556,False
CESC,2.94,0.0588,True
COAD,0.36,0.0769,True
COAD,2.44,0.0833,False
ESCA,4.9399999999999995,0.0476,True
GBM,1.1900000000000002,0.0435,True
HNSC,0.8,0.0455,True
KICH,8.33,0.0691,False
KIRC,2.06,0.0500,True
KIRC,2.78,0.0667,False
KIRP,2.08,0.0588,True
LAML,0.66,0.1000,True
LGG,3.02,0.0526,True
LIHC,0.53,0.1000,True
LUAD,2.09,0.0691,True
LUAD,1.69,0.0593,False
LUSC,1.6,0.0455,True
LUSC,6.12,0.0679,False
MESO,3.49,0.0750,True
OV,6.859999999999999,0.0500,True
PAAD,1.69,0.0667,True
PCPG,2.19,0.0588,True
PRAD,3.5999999999999996,0.0588,True
PRAD,9.62,0.0646,False
SARC,3.04,0.0513,True
SKCM,1.49,0.0459,True
SKCM,100.0,0.0667,False
STAD,4.2700000000000005,0.0714,True
STAD,9.379999999999999,0.0718,False
TGCT,1.92,0.0435,True
THCA,1.77,0.0625,True
THYM,3.36,0.0588,True
UCEC,2.55,0.0588,True
UCEC,8.57,0.0526,False
UCS,1.79,0.0580,True
UVM,2.5,0.0833,True
ACC,3.8,0.1000,True
BLCA,11.27,0.0833,True
BLCA,21.05,0.0801,False
BRCA,22.03,0.0714,True
BRCA,20.349999999999998,0.0728,False
CESC,22.55,0.0833,True
CESC,33.33,0.0625,False
CHOL,8.33,0.1000,True
COAD,12.139999999999999,0.0871,True
COAD,12.2,0.1176,False
DLBC,16.669999999999998,0.0811,True
ESCA,46.910000000000004,0.0909,True
ESCA,27.27,0.0690,False
GBM,36.9,0.0870,True
HNSC,21.2,0.0833,True
HNSC,13.639999999999999,0.0774,False
KICH,3.08,0.0917,True
KICH,25.0,0.1389,False
KIRC,17.01,0.0625,True
KIRC,15.28,0.0625,False
KIRP,9.34,0.0871,True
KIRP,18.75,0.0606,False
LAML,5.3,0.1000,True
LGG,26.840000000000003,0.0909,True
LIHC,4.279999999999999,0.0769,True
LUAD,18.790000000000003,0.0833,True
